Format,Tool,RepoLink,Stars,Watching,Forks,Releases,Contributors,OpenIssues,ClosedIssues,OpenPullRequest,ClosedPullRequest
SPDX,Github,https://github.com/nim-nix-pkgs/spdx_licenses,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-acumos,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/tngraf/Tethys.SPDX,0,1,0,1,,0,0,0,0
SPDX,Github,https://github.com/nexB/spdx-licenses,1,9,0, ,3,0,0,0,0
SPDX,Github,https://github.com/sebdeckers/talk-spdx,1,0,0, ,,0,0,0,0
SPDX,Github,https://github.com/skyzyx/spdx-licenses,0,2,1,1,,1,0,0,0
SPDX,Github,https://github.com/nodepy/spdx-licenses,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/swinslow-test/spdx-swinslow,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/doubleopen-project/spdx-toolkit,0,3,0,3,2,0,0,0,4
SPDX,Github,https://github.com/shnitish/spdx-html,0,1,0, ,,0,0,0,4
SPDX,Github,https://github.com/ubinux/get_spdx,0,4,1, ,,0,0,0,2
SPDX,Github,https://github.com/swinslow/spdx-swinslow,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/emem365/spdx_parser,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/cloudflightio/spdx-catalog,0,3,0,7,2,0,0,0,15
SPDX,Github,https://github.com/sambacha/spdx-functional,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/compenguy/spdx-dataset,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/RichiH/spdx_helper,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/masami256/meta-spdxscanner,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-onap,0,1,0, ,2,1,0,0,0
SPDX,Github,https://github.com/zvr/hub-spdx,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-cncf,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/cthoyt/spdx-obo,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/poscat0x04/spdx-license,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-odpi,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/MrUnfunny/spdx_printer,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/rofrol/spdx-completion,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/senorprogrammer/spdx-racer,0,2,0, ,,0,0,0,1
SPDX,Github,https://github.com/lfscanning/spdx-lfai,0,2,0, ,2,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-lfenergy,1,1,0, ,2,0,0,0,0
SPDX,Github,https://github.com/mk-pmb/spdx-license-exceptions-js,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/ChristianMurphy/apache-category-x-spdx,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/chris48s/joi-extension-spdx,0,1,0, ,2,0,0,1,7
SPDX,Github,https://github.com/bobby0809/spdx-license-list-XML,0,1,0, ,15,0,0,1,1
SPDX,Github,https://github.com/mvo5/spdx-license-validator,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/SantiagoTorres/spdx-linking-mockups,1,2,0, ,,3,0,0,0
SPDX,Github,https://github.com/myndzi/spdx-license-matcher,0,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/jslicense/spdx-whitelisted.js,0,2,0, ,3,0,0,0,0
SPDX,Github,https://github.com/lfpratik/spdx-gen-demo,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/ayan-b/spdx_xml_to_markdown,1,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/davaya/spdx-3-elements,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/heliocastro/ortsample,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/spdx/spdx-java-spreadsheet-store,1,2,0,7,2,0,3,0,10
SPDX,Github,https://github.com/ChristianMurphy/apache-category-b-spdx,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/cordlandwehr/akademy-2020-talk-spdx,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/sclorg-distgit/nodejs-spdx-correct,0,6,0, ,,0,0,0,0
SPDX,Github,https://github.com/sclorg-distgit/nodejs-spdx-exceptions,0,6,0, ,,0,0,0,0
SPDX,Github,https://github.com/sclorg-distgit/nodejs-spdx-expression-parse,0,6,0, ,,0,0,0,0
SPDX,Github,https://github.com/krysnuvadga/wp-spdx-spec,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/ChristianMurphy/apache-category-a-spdx,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfpratik/spdx-venv-demo,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/aodag/wheel2spdx,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/GMishx/spdx-test-data,0,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/keszybz/repo-license-summary,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/shinnn/spdx-license-id-set,0,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/sclorg-distgit/nodejs-spdx-license-ids,0,6,0, ,,0,0,0,0
SPDX,Github,https://github.com/pombredanne/scancode-non-spdx-licenses,0,0,0, ,,0,0,0,0
SPDX,Github,https://github.com/ayamaoka/SPDX_Resource_Slides,1,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-TEST-ZLIB,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/arsharaj/spdx-license-fetcher,0,1,0,,,0,0,0,0
SPDX,Github,https://github.com/maxhbr/spdx-tools-hs,0,4,0, ,,0,0,0,0
SPDX,Github,https://github.com/yevster/spdxtra-license-download,0,2,1,1,,0,0,0,0
SPDX,Github,https://github.com/jslicense/spdx-is-osi.js,0,2,1, ,,0,2,0,1
SPDX,Github,https://github.com/euantorano/spdx_licenses.nim,1,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/QMSTR/qmstr-spdx-analyzer,0,5,1, ,,0,0,0,0
SPDX,Github,https://github.com/lfpratik/spdx-poetry-demo,0,2,1, ,2,0,0,0,1
SPDX,Github,https://github.com/utkarshshendge/spdx-guideline-examples,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/cordlandwehr/akademy-2021-spdx-status,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/matthewkmayer/spdx-go-repro,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/johannes-klein/spdx-eclipse-editor-plugin,1,0,1, ,,0,0,0,0
SPDX,Github,https://github.com/L1malucas/AutoHeaderSPDX,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/Kazzira/SPDX-Git-Test-Repo,0,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/mk-pmb/spdx-license-urls-js,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/kemitchell/spdx.kemitchell.com,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/spdx/spdx-tools-js,4,2,0, ,2,4,0,0,0
SPDX,Github,https://github.com/nishakm/spdx-data-model,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/sarathsdev/SPDX-license-detection-package,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/rpavlik/spdx-to-dep5,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/pombredanne/spdx-pypi-pep-old,0,2,0, ,63,0,0,0,0
SPDX,Github,https://github.com/ndip007/spdx-build-tool,0,2,0, ,,5,13,0,0
SPDX,Github,https://github.com/RishabhBhatnagar/TestSPDXGoModule,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/freight-trust/spdx-asc-x12,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/Inconnu08/multi-spdx-license-parser,0,2,0, ,,1,0,0,0
SPDX,Github,https://github.com/bharat-1809/spdx_xml_parser,1,1,0,,,0,0,0,0
SPDX,Github,https://github.com/woinbo/SPDX-License-detector,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/etrexel/spdx-verifier-go,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/jslicense/spdx-osi.json,1,2,1, ,2,0,2,0,0
SPDX,Github,https://github.com/noelmace/ngu-repro-spdx,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfpratik/spdx-conda-demo,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/conda-forge/spdx-license-matcher-feedstock,0,7,1, ,4,0,0,0,3
SPDX,Github,https://github.com/TrustSource/ts-spdx-upload,0,2,0, ,2,0,0,0,0
SPDX,Github,https://github.com/jslicense/spdx-ranges.js,0,2,1, ,,0,1,0,1
SPDX,Github,https://github.com/pld-linux/php-composer-spdx-licenses,0,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/Devforlive/SPDX-short-identifier-MIT,1,0,0, ,,0,0,0,0
SPDX,Github,https://github.com/predatorx7/spdx-license-cli,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/kshitij5/spdx-license-fetcher,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/xswordsx/spdx-to-react,0,2,0,2,2,0,1,1,19
SPDX,Github,https://github.com/yohangz/packer-cli,87,2,3, ,3,0,9,19,5
SPDX,Github,https://github.com/zvr/xmlindent,3,3,0, ,,0,0,0,0
SPDX,Github,https://github.com/dpasch01/spdx-compat-tools-webapp,1,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/goneall/Spdx-Java-Xml-Store,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/citation-file-format/get-spdx-licenses,1,2,0, ,,0,0,0,2
SPDX,Github,https://github.com/seabass-labrax/spdx-license-list-faqs,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfpratik/spdx-pipenv-demo,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/hoijui/SPDX-identifiers-generator,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/salewski/ads-spdx-header-defaults,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/lfscanning/spdx-o-ran,0,1,0, ,2,0,0,0,0
SPDX,Github,https://github.com/phzfi/spdx-license-checker,0,4,0, ,,0,0,0,0
SPDX,Github,https://github.com/doubleopen-project/example-spdx-analysis,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/tuananh/validate-spdx-license,1,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/tk-tanab/spdx_lite_depends,0,1,1, ,3,0,0,0,2
SPDX,Github,https://github.com/chris-toenjes-deye/salus-spdx-to-osv,0,1,0, ,4,0,1,0,1
SPDX,Github,https://github.com/winlinvip/spdx_mit_or_mulan,0,0,0, ,,0,0,0,0
SPDX,Github,https://github.com/goneall/spdx-use-cases,0,1,1, ,2,1,0,0,1
SPDX,Github,https://github.com/moritzruth/spdx-license-data,0,1,0,,,0,1,0,0
SPDX,Github,https://github.com/aschet/spdx-license-compat,1,2,1,1,,0,0,1,0
SPDX,Github,https://github.com/nexB/spdx-license-namespaces-registry,0,4,0, ,,0,0,0,1
SPDX,Github,https://github.com/DimarrWS/ws_joint_spdx,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/hernanmd/license-selector,3,2,1,,2,0,1,0,1
SPDX,Github,https://github.com/CatalinStratu/SPDX-generics-code-refactoring-example,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/shinnn/is-spdx-license-id.js,0,2,1, ,,0,1,0,0
SPDX,Github,https://github.com/jdelapla/GraphGenerator,0,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/noi-techpark/solda-debian2spdx-standalone,0,1,1, ,,0,0,0,2
SPDX,Github,https://github.com/nektro/zig-licenses,1,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/NodeSecure/licenses-conformance,0,1,0, ,3,1,1,0,2
SPDX,Github,https://github.com/CycloneDX/cyclonedx-ruby-gem,9,5,10, ,7,3,2,4,9
SPDX,Github,https://github.com/OPEN-NEXT/LOSH-Licenses,0,9,0, ,2,1,0,0,0
SPDX,Github,https://github.com/DBOMproject/tools,0,5,0,,3,0,0,0,3
SPDX,Github,https://github.com/abate/LicenseMatrix,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lkoskela/license-expressions,0,1,0,1,2,1,0,3,34
SPDX,Github,https://github.com/sean-clayton/licensor,5,0,1,4,2,0,0,0,1
SPDX,Github,https://github.com/linux-mailinglist-archives/linux-spdx.vger.kernel.org.0,0,2,0, ,76,0,0,0,0
SPDX,Github,https://github.com/gs146/software_package_data_exchange_list-SPDX-_scraping,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/nhoyas88/https-spdx.org-licenses-WTFPL.html,0,1,0, ,,0,0,0,1
SPDX,Github,https://github.com/spdx/package-licenses-mapping,2,3,0, ,,3,0,0,0
SPDX,Github,https://github.com/raratiru/django-quenv,2,1,1,4,2,1,8,0,8
SPDX,Github,https://github.com/hattya/license.vim,2,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/stephanlachnit/dep5convert,4,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/sbomtools/apk2sbom,3,1,1, ,,1,0,0,0
SPDX,Github,https://github.com/CycloneDX/cyclonedx-webpack-plugin,4,3,3,8,5,3,12,79,162
SPDX,Github,https://github.com/AjayrajSingh/licenseClassifier,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/msmeissn/rpm-list-to-sbom,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/devops-kung-fu/bomber,0,0,0, ,,0,0,0,1
SPDX,Github,https://github.com/howderek/get-license,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/Eideticom/workflow-license-check,0,3,0, ,,1,0,0,5
SPDX,Github,https://github.com/pombredanne/pub-oss,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/spdx/DOCS,0,7,0, ,,1,0,0,0
SPDX,Github,https://github.com/swinslow/plugfest2-sboms,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/jsvcycling/fetchalicense,0,1,0,,,0,0,0,0
SPDX,Github,https://github.com/sekunho/cabal-check-fail,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/swinslow/kernelscan-py,1,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/nektro/zig-licenses-text,1,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/osism/sbom,0,1,0, ,,1,2,1,0
SPDX,Github,https://github.com/spandx/spandx,3,1,1, ,3,1,103,1,103
SPDX,Github,https://github.com/DrSensor/granular-licensing-example,2,2,1,,,0,0,0,0
SPDX,Github,https://github.com/pmonks/tools-licenses,3,1,1, ,,0,5,0,21
SPDX,Github,https://github.com/Gal-Doron/spdx_tools-0.7.0a3_ws-py3-none-any,0,1,0, ,,0,0,1,1
SPDX,Github,https://github.com/TheFinks/Fossology-Ninka,0,5,1, ,2,3,11,0,0
SPDX,Github,https://github.com/ubinux/SW360tools,1,3,1,1,3,0,0,10,14
SPDX,Github,https://github.com/micziz/Licenses-In-All-Languages,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/rpavlik/khronos-dual-license-finder,0,2,0,1,,0,0,0,0
SPDX,Github,https://github.com/emzeat/mz-lictools,0,0,1, ,,0,0,0,0
SPDX,Github,https://github.com/Fosslim/fosslim,3,4,1, ,,16,16,0,1
SPDX,Github,https://github.com/realshiremath/sbom,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/espressif/check-copyright,0,6,1,2,6,0,0,0,5
SPDX,Github,https://github.com/y-ashiduka/fossdriver-test,1,1,1, ,,0,0,0,1
SPDX,Github,https://github.com/0xflotus/speedy-x,0,1,0, ,,0,0,0,4
SPDX,Github,https://github.com/DST-QA/pytest-Java-build-failure,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/rjb4standards/SBOMExamples,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/nektro/zig-detect-license,0,3,0, ,2,0,0,0,1
SPDX,Github,https://github.com/aschet/talc,0,2,1,1,,0,0,0,0
SPDX,Github,https://github.com/AnalogJ/tangle,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/cwege/disco-opa,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/doubleopen-project/do-convert,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/freight-trust/legal,0,1,1,4,,1,0,0,2
SPDX,Github,https://github.com/Anas35/sample_code,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/manifoldfinance/legal,0,2,0,1,,0,0,0,0
SPDX,Github,https://github.com/CycloneDX/cyclonedx-conan,9,5,4,1,2,2,0,6,31
SPDX,Github,https://github.com/dephell/dephell_licenses,1,2,3, ,2,0,2,0,2
SPDX,Github,https://github.com/ralexander-phi/which-license,1,1,0, ,,0,1,0,2
SPDX,Github,https://github.com/sambacha/use-UPL-not-MIT,1,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/apolopena/qna-demo-skeleton,0,2,1,1,,0,1,0,1
SPDX,Github,https://github.com/merobi-hub/license-updater,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/ctron/cargo-clearlydefined,0,2,0,1,,0,0,0,0
SPDX,Github,https://github.com/djschleen/sbom-release-example,0,1,0,8,,0,0,1,1
SPDX,Github,https://github.com/apolopena/qna-typescript-demo-skeleton,0,2,1,1,,0,2,0,1
SPDX,Github,https://github.com/CycloneDX/cyclonedx-nuget,2,2,1, ,,0,0,0,0
SPDX,Github,https://github.com/moritzruth/license-chooser,0,1,0,,2,0,0,5,32
SPDX,Github,https://github.com/tsteenbe/openchain-spec,0,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/aaronxsu/licenses-json-to-sql,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/krysnuvadga/license-coverage-grader,0,1,1, ,,2,3,0,10
SPDX,Github,https://github.com/joshdk/licensor,4,1,2,1,,6,5,1,13
SPDX,Github,https://github.com/CycloneDX/cyclonedx-authoring-tool,3,5,1, ,3,2,0,7,74
SPDX,Github,https://github.com/AvishrantsSh/GoLicense-Classifier,0,2,0,2,,0,0,0,0
SPDX,Github,https://github.com/CycloneDX/cyclonedx-php-library,3,5,1,14,2,13,6,3,86
SPDX,Github,https://github.com/johnjamesmccann/xerces-3.2.3-DTD-hotfix,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/KY-Programming/license-to-json,0,0,0,3,,0,0,0,0
SPDX,Github,https://github.com/kube-tarian/fixer,0,0,0, ,3,0,0,0,1
SPDX,Github,https://github.com/vmware-archive/license-notices-linter,0,2,0, ,,0,0,0,0
SPDX,Github,https://github.com/lokeshjoshi01/Simple-Storage-Solidiy,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/Tokenbaldu/TOKEN-BALDU,1,1,1, ,,0,0,0,1
SPDX,Github,https://github.com/lokeshjoshi01/Smart-Contract-Lottery-Solidity,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/15-Lippo/lisprocoin,1,1,0, ,,9,0,0,0
SPDX,Github,https://github.com/Aaronvivek/fuck-token-staking-contract,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/rutisan/XBN-Contrac,1,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/KeKo6988/K3k0,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/kariu87/test,0,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/basta1255s/owntoken.sol,5,1,2, ,,0,0,0,0
SPDX,Github,https://github.com/BabyFlokiCoin/Baby-Floki-Coin,4,1,3, ,,0,0,0,0
SPDX,Github,https://github.com/ElvisPresleyCoin/Contract-of-ELVIS,0,0,0, ,,0,0,0,0
SPDX,Github,https://github.com/yoyoqe/uououou,1,1,0, ,,0,0,0,0
SPDX,Github,https://github.com/hixio-mh/apis.google.com-js-api.js,0,0,1, ,,0,0,0,0
SPDX,Github,https://github.com/BULLBITBULL/CONTRACT,0,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/Micheal66/cotract-X-Wallet,2,1,1, ,,0,0,0,0
SPDX,Github,https://github.com/fegcashcommunity/fegcashcontract,0,1,3, ,,0,0,0,0
SPDX,Github,https://github.com/vohidjon123/google,0,2,2, ,,0,0,0,0
SPDX,Official,https://github.com/spdx/tools-java,21,4,17,9,7,2,23,1,32
SPDX,Official,https://github.com/spdx/tools-python,82,21,90,5,33,51,43,23,102
SPDX,Official,https://github.com/spdx/tools-golang,46,10,32,4,9,16,50,5,82
SPDX,Official,https://github.com/spdx/spdx-tools-js,4,2,0, ,2,4,0,0,0
SPDX,Official,https://github.com/spdx/spdx-online-tools,42,12,47,1,21,59,129,8,182
SPDX,Official,https://github.com/spdx/spdx-maven-plugin,20,3,16,7,10,12,8,1,26
SPDX,Official,https://github.com/spdx/spdx-build-tool,11,5,7, ,4,1,1,1,7
SPDX,Official,https://github.com/chaoss/augur/,455,23,649, ,92,47,409,23,1392
SPDX,Official,https://github.com/swinslow/kernel-spdx-ids,4,1,1, ,,2,0,0,2
SPDX,Official,https://github.com/swinslow/npm-spdx,9,1,2, ,,2,3,15,9
SPDX,Official,https://github.com/oss-review-toolkit/ort,901,35,196,,54,255,525,49,4838
SPDX,Official,https://github.com/QMSTR/qmstr,30,1,1, ,12,58,123,2,365
SPDX,Official,https://github.com/fsfe/reuse-tool,192,17,84,2,59,88,223,9,248
SPDX,Official,https://github.com/CERTCC/SBOM,30,9,10, ,2,4,9,0,2
SPDX,Official,https://github.com/nexB/scancode-toolkit,1500,65,444,49,298,667,1280,14,1047
SPDX,Official,https://github.com/hyperledger-labs/SParts,12,9,10, ,5,4,0,1,73
SPDX,Official,https://github.com/eclipse/sw360,83,25,77,24,37,278,588,22,644
SPDX,Official,https://github.com/tern-tools/tern,763,27,181,20,64,42,451,2,680
SPDX,Official,https://github.com/blackducksoftware/bd_export_spdx2.2,4,3,7,2,3,4,9,1,4