format,attribute,count
CycloneDX,stars,453000
CycloneDX,stars,318000
CycloneDX,stars,187000
CycloneDX,stars,158000
CycloneDX,stars,142000
CycloneDX,stars,132000
CycloneDX,stars,127000
CycloneDX,stars,122000
CycloneDX,stars,107000
CycloneDX,stars,103000
CycloneDX,stars,101000
CycloneDX,stars,87000
CycloneDX,stars,65000
CycloneDX,stars,63000
CycloneDX,stars,59000
CycloneDX,stars,53000
CycloneDX,stars,48000
CycloneDX,stars,47000
CycloneDX,stars,46000
CycloneDX,stars,43000
CycloneDX,stars,34000
CycloneDX,stars,34000
CycloneDX,stars,33000
CycloneDX,stars,27000
CycloneDX,stars,25000
CycloneDX,stars,23000
CycloneDX,stars,19000
CycloneDX,stars,15000
CycloneDX,stars,13000
CycloneDX,stars,12000
CycloneDX,stars,12000
CycloneDX,stars,12000
CycloneDX,stars,12000
CycloneDX,stars,12000
CycloneDX,stars,11000
CycloneDX,stars,3000
CycloneDX,stars,2000
CycloneDX,stars,2000
CycloneDX,stars,1000
CycloneDX,stars,892
CycloneDX,stars,890
CycloneDX,stars,889
CycloneDX,stars,873
CycloneDX,stars,841
CycloneDX,stars,835
CycloneDX,stars,822
CycloneDX,stars,794
CycloneDX,stars,741
CycloneDX,stars,695
CycloneDX,stars,661
CycloneDX,stars,609
CycloneDX,stars,567
CycloneDX,stars,534
CycloneDX,stars,525
CycloneDX,stars,500
CycloneDX,stars,482
CycloneDX,stars,479
CycloneDX,stars,474
CycloneDX,stars,454
CycloneDX,stars,454
CycloneDX,stars,430
CycloneDX,stars,425
CycloneDX,stars,366
CycloneDX,stars,366
CycloneDX,stars,354
CycloneDX,stars,333
CycloneDX,stars,303
CycloneDX,stars,276
CycloneDX,stars,274
CycloneDX,stars,272
CycloneDX,stars,267
CycloneDX,stars,258
CycloneDX,stars,252
CycloneDX,stars,238
CycloneDX,stars,229
CycloneDX,stars,229
CycloneDX,stars,222
CycloneDX,stars,221
CycloneDX,stars,216
CycloneDX,stars,216
CycloneDX,stars,210
CycloneDX,stars,205
CycloneDX,stars,191
CycloneDX,stars,179
CycloneDX,stars,179
CycloneDX,stars,175
CycloneDX,stars,173
CycloneDX,stars,155
CycloneDX,stars,149
CycloneDX,stars,148
CycloneDX,stars,148
CycloneDX,stars,145
CycloneDX,stars,144
CycloneDX,stars,144
CycloneDX,stars,143
CycloneDX,stars,142
CycloneDX,stars,132
CycloneDX,stars,130
CycloneDX,stars,130
CycloneDX,stars,129
CycloneDX,stars,122
CycloneDX,stars,120
CycloneDX,stars,118
CycloneDX,stars,115
CycloneDX,stars,114
CycloneDX,stars,111
CycloneDX,stars,109
CycloneDX,stars,106
CycloneDX,stars,102
CycloneDX,stars,102
CycloneDX,stars,97
CycloneDX,stars,97
CycloneDX,stars,96
CycloneDX,stars,95
CycloneDX,stars,93
CycloneDX,stars,89
CycloneDX,stars,88
CycloneDX,stars,87
CycloneDX,stars,87
CycloneDX,stars,87
CycloneDX,stars,87
CycloneDX,stars,87
CycloneDX,stars,86
CycloneDX,stars,85
CycloneDX,stars,83
CycloneDX,stars,77
CycloneDX,stars,74
CycloneDX,stars,74
CycloneDX,stars,74
CycloneDX,stars,72
CycloneDX,stars,71
CycloneDX,stars,71
CycloneDX,stars,70
CycloneDX,stars,68
CycloneDX,stars,67
CycloneDX,stars,66
CycloneDX,stars,65
CycloneDX,stars,65
CycloneDX,stars,63
CycloneDX,stars,63
CycloneDX,stars,61
CycloneDX,stars,59
CycloneDX,stars,59
CycloneDX,stars,58
CycloneDX,stars,58
CycloneDX,stars,57
CycloneDX,stars,54
CycloneDX,stars,54
CycloneDX,stars,53
CycloneDX,stars,52
CycloneDX,stars,51
CycloneDX,stars,51
CycloneDX,stars,50
CycloneDX,stars,49
CycloneDX,stars,48
CycloneDX,stars,47
CycloneDX,stars,46
CycloneDX,stars,46
CycloneDX,stars,45
CycloneDX,stars,43
CycloneDX,stars,42
CycloneDX,stars,40
CycloneDX,stars,40
CycloneDX,stars,39
CycloneDX,stars,38
CycloneDX,stars,38
CycloneDX,stars,37
CycloneDX,stars,36
CycloneDX,stars,36
CycloneDX,stars,35
CycloneDX,stars,35
CycloneDX,stars,35
CycloneDX,stars,34
CycloneDX,stars,33
CycloneDX,stars,33
CycloneDX,stars,33
CycloneDX,stars,31
CycloneDX,stars,30
CycloneDX,stars,29
CycloneDX,stars,29
CycloneDX,stars,29
CycloneDX,stars,28
CycloneDX,stars,28
CycloneDX,stars,27
CycloneDX,stars,27
CycloneDX,stars,27
CycloneDX,stars,26
CycloneDX,stars,26
CycloneDX,stars,26
CycloneDX,stars,25
CycloneDX,stars,24
CycloneDX,stars,24
CycloneDX,stars,24
CycloneDX,stars,24
CycloneDX,stars,24
CycloneDX,stars,24
CycloneDX,stars,23
CycloneDX,stars,23
CycloneDX,stars,22
CycloneDX,stars,22
CycloneDX,stars,22
CycloneDX,stars,22
CycloneDX,stars,22
CycloneDX,stars,22
CycloneDX,stars,21
CycloneDX,stars,21
CycloneDX,stars,21
CycloneDX,stars,21
CycloneDX,stars,20
CycloneDX,stars,20
CycloneDX,stars,20
CycloneDX,stars,20
CycloneDX,stars,19
CycloneDX,stars,19
CycloneDX,stars,19
CycloneDX,stars,19
CycloneDX,stars,18
CycloneDX,stars,18
CycloneDX,stars,18
CycloneDX,stars,18
CycloneDX,stars,17
CycloneDX,stars,17
CycloneDX,stars,17
CycloneDX,stars,16
CycloneDX,stars,16
CycloneDX,stars,16
CycloneDX,stars,16
CycloneDX,stars,15
CycloneDX,stars,15
CycloneDX,stars,15
CycloneDX,stars,15
CycloneDX,stars,15
CycloneDX,stars,15
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,14
CycloneDX,stars,13
CycloneDX,stars,13
CycloneDX,stars,13
CycloneDX,stars,13
CycloneDX,stars,13
CycloneDX,stars,13
CycloneDX,stars,12
CycloneDX,stars,12
CycloneDX,stars,12
CycloneDX,watchers,663
CycloneDX,watchers,764
CycloneDX,watchers,163
CycloneDX,watchers,527
CycloneDX,watchers,192
CycloneDX,watchers,270
CycloneDX,watchers,299
CycloneDX,watchers,397
CycloneDX,watchers,147
CycloneDX,watchers,329
CycloneDX,watchers,209
CycloneDX,watchers,151
CycloneDX,watchers,70
CycloneDX,watchers,44
CycloneDX,watchers,58
CycloneDX,watchers,59
CycloneDX,watchers,162
CycloneDX,watchers,57
CycloneDX,watchers,165
CycloneDX,watchers,93
CycloneDX,watchers,67
CycloneDX,watchers,256
CycloneDX,watchers,125
CycloneDX,watchers,27
CycloneDX,watchers,34
CycloneDX,watchers,488
CycloneDX,watchers,69
CycloneDX,watchers,14
CycloneDX,watchers,42
CycloneDX,watchers,54
CycloneDX,watchers,15
CycloneDX,watchers,21
CycloneDX,watchers,33
CycloneDX,watchers,19
CycloneDX,watchers,28
CycloneDX,watchers,209
CycloneDX,watchers,18
CycloneDX,watchers,40
CycloneDX,watchers,44
CycloneDX,watchers,30
CycloneDX,watchers,152
CycloneDX,watchers,14
CycloneDX,watchers,116
CycloneDX,watchers,11
CycloneDX,watchers,23
CycloneDX,watchers,14
CycloneDX,watchers,58
CycloneDX,watchers,40
CycloneDX,watchers,8
CycloneDX,watchers,11
CycloneDX,watchers,18
CycloneDX,watchers,8
CycloneDX,watchers,15
CycloneDX,watchers,36
CycloneDX,watchers,10
CycloneDX,watchers,63
CycloneDX,watchers,36
CycloneDX,watchers,55
CycloneDX,watchers,10
CycloneDX,watchers,87
CycloneDX,watchers,69
CycloneDX,watchers,8
CycloneDX,watchers,7
CycloneDX,watchers,14
CycloneDX,watchers,5
CycloneDX,watchers,33
CycloneDX,watchers,9
CycloneDX,watchers,8
CycloneDX,watchers,28
CycloneDX,watchers,26
CycloneDX,watchers,23
CycloneDX,watchers,45
CycloneDX,watchers,19
CycloneDX,watchers,30
CycloneDX,watchers,14
CycloneDX,watchers,16
CycloneDX,watchers,8
CycloneDX,watchers,30
CycloneDX,watchers,3
CycloneDX,watchers,4
CycloneDX,watchers,5
CycloneDX,watchers,9
CycloneDX,watchers,7
CycloneDX,watchers,8
CycloneDX,watchers,54
CycloneDX,watchers,24
CycloneDX,watchers,11
CycloneDX,watchers,15
CycloneDX,watchers,1
CycloneDX,watchers,18
CycloneDX,watchers,27
CycloneDX,watchers,5
CycloneDX,watchers,14
CycloneDX,watchers,53
CycloneDX,watchers,8
CycloneDX,watchers,8
CycloneDX,watchers,11
CycloneDX,watchers,25
CycloneDX,watchers,16
CycloneDX,watchers,28
CycloneDX,watchers,41
CycloneDX,watchers,11
CycloneDX,watchers,8
CycloneDX,watchers,9
CycloneDX,watchers,8
CycloneDX,watchers,5
CycloneDX,watchers,3
CycloneDX,watchers,15
CycloneDX,watchers,2
CycloneDX,watchers,7
CycloneDX,watchers,451
CycloneDX,watchers,7
CycloneDX,watchers,9
CycloneDX,watchers,10
CycloneDX,watchers,10
CycloneDX,watchers,8
CycloneDX,watchers,7
CycloneDX,watchers,3
CycloneDX,watchers,22
CycloneDX,watchers,12
CycloneDX,watchers,3
CycloneDX,watchers,7
CycloneDX,watchers,27
CycloneDX,watchers,27
CycloneDX,watchers,10
CycloneDX,watchers,9
CycloneDX,watchers,4
CycloneDX,watchers,11
CycloneDX,watchers,13
CycloneDX,watchers,5
CycloneDX,watchers,0
CycloneDX,watchers,5
CycloneDX,watchers,7
CycloneDX,watchers,3
CycloneDX,watchers,4
CycloneDX,watchers,31
CycloneDX,watchers,1
CycloneDX,watchers,6
CycloneDX,watchers,1
CycloneDX,watchers,11
CycloneDX,watchers,10
CycloneDX,watchers,7
CycloneDX,watchers,8
CycloneDX,watchers,12
CycloneDX,watchers,6
CycloneDX,watchers,6
CycloneDX,watchers,6
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,3
CycloneDX,watchers,22
CycloneDX,watchers,2
CycloneDX,watchers,8
CycloneDX,watchers,7
CycloneDX,watchers,1
CycloneDX,watchers,2
CycloneDX,watchers,14
CycloneDX,watchers,5
CycloneDX,watchers,76
CycloneDX,watchers,3
CycloneDX,watchers,4
CycloneDX,watchers,34
CycloneDX,watchers,5
CycloneDX,watchers,17
CycloneDX,watchers,5
CycloneDX,watchers,6
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,7
CycloneDX,watchers,6
CycloneDX,watchers,4
CycloneDX,watchers,11
CycloneDX,watchers,2
CycloneDX,watchers,11
CycloneDX,watchers,5
CycloneDX,watchers,2
CycloneDX,watchers,8
CycloneDX,watchers,6
CycloneDX,watchers,7
CycloneDX,watchers,30
CycloneDX,watchers,4
CycloneDX,watchers,5
CycloneDX,watchers,5
CycloneDX,watchers,6
CycloneDX,watchers,4
CycloneDX,watchers,3
CycloneDX,watchers,9
CycloneDX,watchers,3
CycloneDX,watchers,5
CycloneDX,watchers,4
CycloneDX,watchers,5
CycloneDX,watchers,3
CycloneDX,watchers,1
CycloneDX,watchers,32
CycloneDX,watchers,10
CycloneDX,watchers,2
CycloneDX,watchers,6
CycloneDX,watchers,2
CycloneDX,watchers,5
CycloneDX,watchers,3
CycloneDX,watchers,4
CycloneDX,watchers,35
CycloneDX,watchers,5
CycloneDX,watchers,1
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,3
CycloneDX,watchers,6
CycloneDX,watchers,6
CycloneDX,watchers,3
CycloneDX,watchers,5
CycloneDX,watchers,31
CycloneDX,watchers,3
CycloneDX,watchers,11
CycloneDX,watchers,1
CycloneDX,watchers,5
CycloneDX,watchers,10
CycloneDX,watchers,5
CycloneDX,watchers,5
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,11
CycloneDX,watchers,3
CycloneDX,watchers,4
CycloneDX,watchers,6
CycloneDX,watchers,3
CycloneDX,watchers,12
CycloneDX,watchers,2
CycloneDX,watchers,18
CycloneDX,watchers,3
CycloneDX,watchers,7
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,7
CycloneDX,watchers,9
CycloneDX,watchers,11
CycloneDX,watchers,3
CycloneDX,watchers,5
CycloneDX,watchers,7
CycloneDX,watchers,2
CycloneDX,watchers,24
CycloneDX,watchers,1
CycloneDX,watchers,4
CycloneDX,watchers,4
CycloneDX,watchers,1
CycloneDX,watchers,6
CycloneDX,watchers,1
CycloneDX,watchers,3
CycloneDX,watchers,6
CycloneDX,watchers,2
CycloneDX,forks,295000
CycloneDX,forks,129000
CycloneDX,forks,19000
CycloneDX,forks,5000
CycloneDX,forks,16000
CycloneDX,forks,106000
CycloneDX,forks,118000
CycloneDX,forks,21000
CycloneDX,forks,19000
CycloneDX,forks,11000
CycloneDX,forks,18000
CycloneDX,forks,78000
CycloneDX,forks,445
CycloneDX,forks,382
CycloneDX,forks,956
CycloneDX,forks,283
CycloneDX,forks,21000
CycloneDX,forks,435
CycloneDX,forks,578
CycloneDX,forks,405
CycloneDX,forks,450
CycloneDX,forks,12000
CycloneDX,forks,881
CycloneDX,forks,283
CycloneDX,forks,14000
CycloneDX,forks,11000
CycloneDX,forks,454
CycloneDX,forks,192
CycloneDX,forks,260
CycloneDX,forks,167
CycloneDX,forks,58
CycloneDX,forks,119
CycloneDX,forks,800
CycloneDX,forks,210
CycloneDX,forks,134
CycloneDX,forks,14000
CycloneDX,forks,120
CycloneDX,forks,186
CycloneDX,forks,126
CycloneDX,forks,187
CycloneDX,forks,284
CycloneDX,forks,152
CycloneDX,forks,671
CycloneDX,forks,71
CycloneDX,forks,59
CycloneDX,forks,96
CycloneDX,forks,321
CycloneDX,forks,569
CycloneDX,forks,135
CycloneDX,forks,58
CycloneDX,forks,542
CycloneDX,forks,290
CycloneDX,forks,92
CycloneDX,forks,43
CycloneDX,forks,93
CycloneDX,forks,199
CycloneDX,forks,165
CycloneDX,forks,75
CycloneDX,forks,27
CycloneDX,forks,508
CycloneDX,forks,538
CycloneDX,forks,33
CycloneDX,forks,9
CycloneDX,forks,40
CycloneDX,forks,28
CycloneDX,forks,277
CycloneDX,forks,90
CycloneDX,forks,31
CycloneDX,forks,151
CycloneDX,forks,47
CycloneDX,forks,45
CycloneDX,forks,210
CycloneDX,forks,76
CycloneDX,forks,47
CycloneDX,forks,36
CycloneDX,forks,121
CycloneDX,forks,20
CycloneDX,forks,63
CycloneDX,forks,21
CycloneDX,forks,9
CycloneDX,forks,10
CycloneDX,forks,51
CycloneDX,forks,11
CycloneDX,forks,22
CycloneDX,forks,153
CycloneDX,forks,24
CycloneDX,forks,39
CycloneDX,forks,59
CycloneDX,forks,81
CycloneDX,forks,18
CycloneDX,forks,50
CycloneDX,forks,18
CycloneDX,forks,78
CycloneDX,forks,152
CycloneDX,forks,36
CycloneDX,forks,18
CycloneDX,forks,69
CycloneDX,forks,89
CycloneDX,forks,25
CycloneDX,forks,105
CycloneDX,forks,114
CycloneDX,forks,49
CycloneDX,forks,20
CycloneDX,forks,82
CycloneDX,forks,37
CycloneDX,forks,10
CycloneDX,forks,24
CycloneDX,forks,69
CycloneDX,forks,3
CycloneDX,forks,19
CycloneDX,forks,43
CycloneDX,forks,52
CycloneDX,forks,31
CycloneDX,forks,38
CycloneDX,forks,4
CycloneDX,forks,26
CycloneDX,forks,10
CycloneDX,forks,5
CycloneDX,forks,39
CycloneDX,forks,6
CycloneDX,forks,13
CycloneDX,forks,13
CycloneDX,forks,172
CycloneDX,forks,120
CycloneDX,forks,60
CycloneDX,forks,35
CycloneDX,forks,1
CycloneDX,forks,5
CycloneDX,forks,12
CycloneDX,forks,4
CycloneDX,forks,5
CycloneDX,forks,15
CycloneDX,forks,15
CycloneDX,forks,28
CycloneDX,forks,9
CycloneDX,forks,52
CycloneDX,forks,1
CycloneDX,forks,23
CycloneDX,forks,55
CycloneDX,forks,103
CycloneDX,forks,19
CycloneDX,forks,11
CycloneDX,forks,18
CycloneDX,forks,15
CycloneDX,forks,34
CycloneDX,forks,15
CycloneDX,forks,12
CycloneDX,forks,7
CycloneDX,forks,11
CycloneDX,forks,0
CycloneDX,forks,43
CycloneDX,forks,4
CycloneDX,forks,33
CycloneDX,forks,15
CycloneDX,forks,2
CycloneDX,forks,17
CycloneDX,forks,31
CycloneDX,forks,26
CycloneDX,forks,76
CycloneDX,forks,1
CycloneDX,forks,19
CycloneDX,forks,34
CycloneDX,forks,7
CycloneDX,forks,22
CycloneDX,forks,15
CycloneDX,forks,6
CycloneDX,forks,11
CycloneDX,forks,4
CycloneDX,forks,6
CycloneDX,forks,13
CycloneDX,forks,33
CycloneDX,forks,11
CycloneDX,forks,11
CycloneDX,forks,5
CycloneDX,forks,3
CycloneDX,forks,21
CycloneDX,forks,11
CycloneDX,forks,1
CycloneDX,forks,8
CycloneDX,forks,46
CycloneDX,forks,55
CycloneDX,forks,11
CycloneDX,forks,4
CycloneDX,forks,5
CycloneDX,forks,13
CycloneDX,forks,2
CycloneDX,forks,8
CycloneDX,forks,16
CycloneDX,forks,32
CycloneDX,forks,2
CycloneDX,forks,10
CycloneDX,forks,13
CycloneDX,forks,3
CycloneDX,forks,27
CycloneDX,forks,12
CycloneDX,forks,2
CycloneDX,forks,5
CycloneDX,forks,11
CycloneDX,forks,4
CycloneDX,forks,1
CycloneDX,forks,8
CycloneDX,forks,42
CycloneDX,forks,0
CycloneDX,forks,4
CycloneDX,forks,2
CycloneDX,forks,0
CycloneDX,forks,16
CycloneDX,forks,10
CycloneDX,forks,12
CycloneDX,forks,1
CycloneDX,forks,10
CycloneDX,forks,16
CycloneDX,forks,2
CycloneDX,forks,21
CycloneDX,forks,2
CycloneDX,forks,14
CycloneDX,forks,10
CycloneDX,forks,5
CycloneDX,forks,15
CycloneDX,forks,4
CycloneDX,forks,4
CycloneDX,forks,7
CycloneDX,forks,3
CycloneDX,forks,3
CycloneDX,forks,13
CycloneDX,forks,0
CycloneDX,forks,10
CycloneDX,forks,0
CycloneDX,forks,0
CycloneDX,forks,2
CycloneDX,forks,16
CycloneDX,forks,5
CycloneDX,forks,3
CycloneDX,forks,3
CycloneDX,forks,19
CycloneDX,forks,16
CycloneDX,forks,6
CycloneDX,forks,6
CycloneDX,forks,7
CycloneDX,forks,2
CycloneDX,forks,18
CycloneDX,forks,9
CycloneDX,forks,4
CycloneDX,forks,11
CycloneDX,forks,1
CycloneDX,forks,5
CycloneDX,forks,2
CycloneDX,forks,2
CycloneDX,forks,17
CycloneDX,forks,1
CycloneDX,releases,70.0
CycloneDX,releases,126.0
CycloneDX,releases,170.0
CycloneDX,releases,325.0
CycloneDX,releases,170.0
CycloneDX,releases,98.0
CycloneDX,releases,17.0
CycloneDX,releases,202.0
CycloneDX,releases,107.0
CycloneDX,releases,28.0
CycloneDX,releases,1742.0
CycloneDX,releases,13.0
CycloneDX,releases,151.0
CycloneDX,releases,1667.0
CycloneDX,releases,58.0
CycloneDX,releases,2148.0
CycloneDX,releases,68.0
CycloneDX,releases,162.0
CycloneDX,releases,47.0
CycloneDX,releases,137.0
CycloneDX,releases,3.0
CycloneDX,releases,10.0
CycloneDX,releases,43.0
CycloneDX,releases,16.0
CycloneDX,releases,1.0
CycloneDX,releases,61.0
CycloneDX,releases,135.0
CycloneDX,releases,5.0
CycloneDX,releases,14.0
CycloneDX,releases,5.0
CycloneDX,releases,23.0
CycloneDX,releases,13.0
CycloneDX,releases,99.0
CycloneDX,releases,53.0
CycloneDX,releases,28.0
CycloneDX,releases,79.0
CycloneDX,releases,328.0
CycloneDX,releases,88.0
CycloneDX,releases,11.0
CycloneDX,releases,75.0
CycloneDX,releases,14.0
CycloneDX,releases,125.0
CycloneDX,releases,235.0
CycloneDX,releases,656.0
CycloneDX,releases,19.0
CycloneDX,releases,23.0
CycloneDX,releases,54.0
CycloneDX,releases,15.0
CycloneDX,releases,15.0
CycloneDX,releases,262.0
CycloneDX,releases,238.0
CycloneDX,releases,43.0
CycloneDX,releases,4.0
CycloneDX,releases,11.0
CycloneDX,releases,25.0
CycloneDX,releases,2.0
CycloneDX,releases,73.0
CycloneDX,releases,72.0
CycloneDX,releases,164.0
CycloneDX,releases,13.0
CycloneDX,releases,15.0
CycloneDX,releases,36.0
CycloneDX,releases,22.0
CycloneDX,releases,44.0
CycloneDX,releases,9.0
CycloneDX,releases,7.0
CycloneDX,releases,286.0
CycloneDX,releases,48.0
CycloneDX,releases,114.0
CycloneDX,releases,50.0
CycloneDX,releases,20.0
CycloneDX,releases,23.0
CycloneDX,releases,97.0
CycloneDX,releases,16.0
CycloneDX,releases,70.0
CycloneDX,releases,34.0
CycloneDX,releases,193.0
CycloneDX,releases,15.0
CycloneDX,releases,13.0
CycloneDX,releases,33.0
CycloneDX,releases,122.0
CycloneDX,releases,33.0
CycloneDX,releases,161.0
CycloneDX,releases,33.0
CycloneDX,releases,38.0
CycloneDX,releases,12.0
CycloneDX,releases,22.0
CycloneDX,releases,110.0
CycloneDX,releases,21.0
CycloneDX,releases,14.0
CycloneDX,releases,17.0
CycloneDX,releases,12.0
CycloneDX,releases,6.0
CycloneDX,releases,121.0
CycloneDX,releases,46.0
CycloneDX,releases,11.0
CycloneDX,releases,18.0
CycloneDX,releases,7.0
CycloneDX,releases,18.0
CycloneDX,releases,1.0
CycloneDX,releases,1.0
CycloneDX,releases,1.0
CycloneDX,releases,9.0
CycloneDX,releases,11.0
CycloneDX,releases,395.0
CycloneDX,releases,15.0
CycloneDX,releases,16.0
CycloneDX,releases,12.0
CycloneDX,releases,5.0
CycloneDX,releases,10.0
CycloneDX,releases,6.0
CycloneDX,releases,4.0
CycloneDX,releases,60.0
CycloneDX,releases,79.0
CycloneDX,releases,61.0
CycloneDX,releases,47.0
CycloneDX,releases,11.0
CycloneDX,releases,1.0
CycloneDX,releases,6.0
CycloneDX,releases,80.0
CycloneDX,releases,1.0
CycloneDX,releases,1.0
CycloneDX,releases,20.0
CycloneDX,releases,32.0
CycloneDX,releases,6.0
CycloneDX,releases,7.0
CycloneDX,releases,101.0
CycloneDX,releases,182.0
CycloneDX,releases,12.0
CycloneDX,releases,5.0
CycloneDX,releases,3.0
