Date,filters,Count,Format
2015-12-31,Maintainers,138,SPDX
2015-12-31,Contributors,12,SPDX
2015-12-31,Users,5,SPDX
2015-12-31,Observers,0,SPDX
2016-01-30,Maintainers,133,SPDX
2016-01-30,Contributors,17,SPDX
2016-01-30,Users,4,SPDX
2016-01-30,Observers,0,SPDX
2016-02-29,Maintainers,129,SPDX
2016-02-29,Contributors,35,SPDX
2016-02-29,Users,5,SPDX
2016-02-29,Observers,0,SPDX
2016-03-30,Maintainers,144,SPDX
2016-03-30,Contributors,36,SPDX
2016-03-30,Users,3,SPDX
2016-03-30,Observers,0,SPDX
2016-04-29,Maintainers,144,SPDX
2016-04-29,Contributors,42,SPDX
2016-04-29,Users,8,SPDX
2016-04-29,Observers,0,SPDX
2016-05-29,Maintainers,165,SPDX
2016-05-29,Contributors,66,SPDX
2016-05-29,Users,11,SPDX
2016-05-29,Observers,0,SPDX
2016-06-28,Maintainers,195,SPDX
2016-06-28,Contributors,78,SPDX
2016-06-28,Users,9,SPDX
2016-06-28,Observers,0,SPDX
2016-07-28,Maintainers,206,SPDX
2016-07-28,Contributors,90,SPDX
2016-07-28,Users,14,SPDX
2016-07-28,Observers,0,SPDX
2016-08-27,Maintainers,213,SPDX
2016-08-27,Contributors,103,SPDX
2016-08-27,Users,24,SPDX
2016-08-27,Observers,0,SPDX
2016-09-26,Maintainers,202,SPDX
2016-09-26,Contributors,89,SPDX
2016-09-26,Users,29,SPDX
2016-09-26,Observers,0,SPDX
2016-10-26,Maintainers,197,SPDX
2016-10-26,Contributors,89,SPDX
2016-10-26,Users,31,SPDX
2016-10-26,Observers,0,SPDX
2016-11-25,Maintainers,228,SPDX
2016-11-25,Contributors,142,SPDX
2016-11-25,Users,39,SPDX
2016-11-25,Observers,0,SPDX
2016-12-25,Maintainers,178,SPDX
2016-12-25,Contributors,102,SPDX
2016-12-25,Users,33,SPDX
2016-12-25,Observers,0,SPDX
2017-01-24,Maintainers,249,SPDX
2017-01-24,Contributors,144,SPDX
2017-01-24,Users,42,SPDX
2017-01-24,Observers,0,SPDX
2017-02-23,Maintainers,246,SPDX
2017-02-23,Contributors,160,SPDX
2017-02-23,Users,59,SPDX
2017-02-23,Observers,0,SPDX
2017-03-25,Maintainers,265,SPDX
2017-03-25,Contributors,172,SPDX
2017-03-25,Users,42,SPDX
2017-03-25,Observers,0,SPDX
2017-04-24,Maintainers,298,SPDX
2017-04-24,Contributors,183,SPDX
2017-04-24,Users,66,SPDX
2017-04-24,Observers,0,SPDX
2017-05-24,Maintainers,280,SPDX
2017-05-24,Contributors,193,SPDX
2017-05-24,Users,64,SPDX
2017-05-24,Observers,0,SPDX
2017-06-23,Maintainers,272,SPDX
2017-06-23,Contributors,182,SPDX
2017-06-23,Users,65,SPDX
2017-06-23,Observers,0,SPDX
2017-07-23,Maintainers,273,SPDX
2017-07-23,Contributors,182,SPDX
2017-07-23,Users,65,SPDX
2017-07-23,Observers,0,SPDX
2017-08-22,Maintainers,285,SPDX
2017-08-22,Contributors,198,SPDX
2017-08-22,Users,71,SPDX
2017-08-22,Observers,0,SPDX
2017-09-21,Maintainers,304,SPDX
2017-09-21,Contributors,201,SPDX
2017-09-21,Users,65,SPDX
2017-09-21,Observers,0,SPDX
2017-10-21,Maintainers,280,SPDX
2017-10-21,Contributors,203,SPDX
2017-10-21,Users,79,SPDX
2017-10-21,Observers,0,SPDX
2017-11-20,Maintainers,292,SPDX
2017-11-20,Contributors,199,SPDX
2017-11-20,Users,75,SPDX
2017-11-20,Observers,0,SPDX
2017-12-20,Maintainers,264,SPDX
2017-12-20,Contributors,175,SPDX
2017-12-20,Users,67,SPDX
2017-12-20,Observers,0,SPDX
2018-01-19,Maintainers,341,SPDX
2018-01-19,Contributors,251,SPDX
2018-01-19,Users,77,SPDX
2018-01-19,Observers,0,SPDX
2018-02-18,Maintainers,326,SPDX
2018-02-18,Contributors,248,SPDX
2018-02-18,Users,93,SPDX
2018-02-18,Observers,0,SPDX
2018-03-20,Maintainers,316,SPDX
2018-03-20,Contributors,231,SPDX
2018-03-20,Users,77,SPDX
2018-03-20,Observers,0,SPDX
2018-04-19,Maintainers,319,SPDX
2018-04-19,Contributors,234,SPDX
2018-04-19,Users,75,SPDX
2018-04-19,Observers,0,SPDX
2018-05-19,Maintainers,305,SPDX
2018-05-19,Contributors,252,SPDX
2018-05-19,Users,81,SPDX
2018-05-19,Observers,0,SPDX
2018-06-18,Maintainers,304,SPDX
2018-06-18,Contributors,219,SPDX
2018-06-18,Users,69,SPDX
2018-06-18,Observers,0,SPDX
2018-07-18,Maintainers,338,SPDX
2018-07-18,Contributors,252,SPDX
2018-07-18,Users,86,SPDX
2018-07-18,Observers,0,SPDX
2018-08-17,Maintainers,313,SPDX
2018-08-17,Contributors,222,SPDX
2018-08-17,Users,85,SPDX
2018-08-17,Observers,0,SPDX
2018-09-16,Maintainers,330,SPDX
2018-09-16,Contributors,233,SPDX
2018-09-16,Users,79,SPDX
2018-09-16,Observers,0,SPDX
2018-10-16,Maintainers,364,SPDX
2018-10-16,Contributors,267,SPDX
2018-10-16,Users,94,SPDX
2018-10-16,Observers,0,SPDX
2018-11-15,Maintainers,327,SPDX
2018-11-15,Contributors,234,SPDX
2018-11-15,Users,81,SPDX
2018-11-15,Observers,0,SPDX
2018-12-15,Maintainers,252,SPDX
2018-12-15,Contributors,179,SPDX
2018-12-15,Users,84,SPDX
2018-12-15,Observers,0,SPDX
2019-01-14,Maintainers,360,SPDX
2019-01-14,Contributors,243,SPDX
2019-01-14,Users,103,SPDX
2019-01-14,Observers,0,SPDX
2019-02-13,Maintainers,367,SPDX
2019-02-13,Contributors,244,SPDX
2019-02-13,Users,120,SPDX
2019-02-13,Observers,0,SPDX
2019-03-15,Maintainers,372,SPDX
2019-03-15,Contributors,267,SPDX
2019-03-15,Users,114,SPDX
2019-03-15,Observers,0,SPDX
2019-04-14,Maintainers,441,SPDX
2019-04-14,Contributors,289,SPDX
2019-04-14,Users,96,SPDX
2019-04-14,Observers,0,SPDX
2019-05-14,Maintainers,451,SPDX
2019-05-14,Contributors,283,SPDX
2019-05-14,Users,110,SPDX
2019-05-14,Observers,0,SPDX
2019-06-13,Maintainers,433,SPDX
2019-06-13,Contributors,272,SPDX
2019-06-13,Users,103,SPDX
2019-06-13,Observers,0,SPDX
2019-07-13,Maintainers,406,SPDX
2019-07-13,Contributors,258,SPDX
2019-07-13,Users,103,SPDX
2019-07-13,Observers,0,SPDX
2019-08-12,Maintainers,438,SPDX
2019-08-12,Contributors,264,SPDX
2019-08-12,Users,110,SPDX
2019-08-12,Observers,0,SPDX
2019-09-11,Maintainers,469,SPDX
2019-09-11,Contributors,304,SPDX
2019-09-11,Users,109,SPDX
2019-09-11,Observers,0,SPDX
2019-10-11,Maintainers,447,SPDX
2019-10-11,Contributors,286,SPDX
2019-10-11,Users,99,SPDX
2019-10-11,Observers,0,SPDX
2019-11-10,Maintainers,442,SPDX
2019-11-10,Contributors,284,SPDX
2019-11-10,Users,93,SPDX
2019-11-10,Observers,0,SPDX
2019-12-10,Maintainers,412,SPDX
2019-12-10,Contributors,255,SPDX
2019-12-10,Users,90,SPDX
2019-12-10,Observers,0,SPDX
2020-01-09,Maintainers,494,SPDX
2020-01-09,Contributors,313,SPDX
2020-01-09,Users,106,SPDX
2020-01-09,Observers,0,SPDX
2020-02-08,Maintainers,523,SPDX
2020-02-08,Contributors,335,SPDX
2020-02-08,Users,131,SPDX
2020-02-08,Observers,0,SPDX
2020-03-09,Maintainers,493,SPDX
2020-03-09,Contributors,327,SPDX
2020-03-09,Users,131,SPDX
2020-03-09,Observers,0,SPDX
2020-04-08,Maintainers,520,SPDX
2020-04-08,Contributors,344,SPDX
2020-04-08,Users,142,SPDX
2020-04-08,Observers,0,SPDX
2020-05-08,Maintainers,701,SPDX
2020-05-08,Contributors,654,SPDX
2020-05-08,Users,214,SPDX
2020-05-08,Observers,0,SPDX
2020-06-07,Maintainers,665,SPDX
2020-06-07,Contributors,486,SPDX
2020-06-07,Users,160,SPDX
2020-06-07,Observers,0,SPDX
2020-07-07,Maintainers,619,SPDX
2020-07-07,Contributors,446,SPDX
2020-07-07,Users,136,SPDX
2020-07-07,Observers,0,SPDX
2020-08-06,Maintainers,534,SPDX
2020-08-06,Contributors,417,SPDX
2020-08-06,Users,164,SPDX
2020-08-06,Observers,0,SPDX
2020-09-05,Maintainers,519,SPDX
2020-09-05,Contributors,440,SPDX
2020-09-05,Users,158,SPDX
2020-09-05,Observers,0,SPDX
2020-10-05,Maintainers,552,SPDX
2020-10-05,Contributors,451,SPDX
2020-10-05,Users,158,SPDX
2020-10-05,Observers,0,SPDX
2020-11-04,Maintainers,493,SPDX
2020-11-04,Contributors,418,SPDX
2020-11-04,Users,152,SPDX
2020-11-04,Observers,0,SPDX
2020-12-04,Maintainers,415,SPDX
2020-12-04,Contributors,343,SPDX
2020-12-04,Users,125,SPDX
2020-12-04,Observers,0,SPDX
2021-01-03,Maintainers,505,SPDX
2021-01-03,Contributors,438,SPDX
2021-01-03,Users,133,SPDX
2021-01-03,Observers,0,SPDX
2021-02-02,Maintainers,534,SPDX
2021-02-02,Contributors,462,SPDX
2021-02-02,Users,159,SPDX
2021-02-02,Observers,0,SPDX
2021-03-04,Maintainers,519,SPDX
2021-03-04,Contributors,455,SPDX
2021-03-04,Users,180,SPDX
2021-03-04,Observers,0,SPDX
2021-04-03,Maintainers,502,SPDX
2021-04-03,Contributors,425,SPDX
2021-04-03,Users,152,SPDX
2021-04-03,Observers,0,SPDX
2021-05-03,Maintainers,696,SPDX
2021-05-03,Contributors,741,SPDX
2021-05-03,Users,211,SPDX
2021-05-03,Observers,0,SPDX
2021-06-02,Maintainers,401,SPDX
2021-06-02,Contributors,337,SPDX
2021-06-02,Users,158,SPDX
2021-06-02,Observers,0,SPDX
2021-07-02,Maintainers,353,SPDX
2021-07-02,Contributors,286,SPDX
2021-07-02,Users,128,SPDX
2021-07-02,Observers,0,SPDX
2021-08-01,Maintainers,368,SPDX
2021-08-01,Contributors,291,SPDX
2021-08-01,Users,145,SPDX
2021-08-01,Observers,0,SPDX
2021-08-31,Maintainers,378,SPDX
2021-08-31,Contributors,316,SPDX
2021-08-31,Users,166,SPDX
2021-08-31,Observers,0,SPDX
2021-09-30,Maintainers,395,SPDX
2021-09-30,Contributors,315,SPDX
2021-09-30,Users,155,SPDX
2021-09-30,Observers,0,SPDX
2021-10-30,Maintainers,376,SPDX
2021-10-30,Contributors,312,SPDX
2021-10-30,Users,157,SPDX
2021-10-30,Observers,0,SPDX
2021-11-29,Maintainers,378,SPDX
2021-11-29,Contributors,293,SPDX
2021-11-29,Users,153,SPDX
2021-11-29,Observers,0,SPDX
2021-12-29,Maintainers,391,SPDX
2021-12-29,Contributors,311,SPDX
2021-12-29,Users,124,SPDX
2021-12-29,Observers,0,SPDX
2022-01-28,Maintainers,373,SPDX
2022-01-28,Contributors,371,SPDX
2022-01-28,Users,163,SPDX
2022-01-28,Observers,0,SPDX
2022-02-27,Maintainers,341,SPDX
2022-02-27,Contributors,335,SPDX
2022-02-27,Users,159,SPDX
2022-02-27,Observers,0,SPDX
2022-03-29,Maintainers,345,SPDX
2022-03-29,Contributors,346,SPDX
2022-03-29,Users,173,SPDX
2022-03-29,Observers,0,SPDX
2022-04-28,Maintainers,333,SPDX
2022-04-28,Contributors,313,SPDX
2022-04-28,Users,155,SPDX
2022-04-28,Observers,0,SPDX
2022-05-28,Maintainers,312,SPDX
2022-05-28,Contributors,327,SPDX
2022-05-28,Users,216,SPDX
2022-05-28,Observers,0,SPDX
2022-06-27,Maintainers,335,SPDX
2022-06-27,Contributors,324,SPDX
2022-06-27,Users,225,SPDX
2022-06-27,Observers,0,SPDX
2022-07-27,Maintainers,329,SPDX
2022-07-27,Contributors,323,SPDX
2022-07-27,Users,240,SPDX
2022-07-27,Observers,0,SPDX
2022-08-26,Maintainers,334,SPDX
2022-08-26,Contributors,340,SPDX
2022-08-26,Users,210,SPDX
2022-08-26,Observers,0,SPDX
2022-09-25,Maintainers,334,SPDX
2022-09-25,Contributors,336,SPDX
2022-09-25,Users,235,SPDX
2022-09-25,Observers,0,SPDX
2022-10-25,Maintainers,371,SPDX
2022-10-25,Contributors,353,SPDX
2022-10-25,Users,250,SPDX
2022-10-25,Observers,0,SPDX
2022-11-24,Maintainers,356,SPDX
2022-11-24,Contributors,341,SPDX
2022-11-24,Users,235,SPDX
2022-11-24,Observers,0,SPDX
2022-12-24,Maintainers,301,SPDX
2022-12-24,Contributors,298,SPDX
2022-12-24,Users,189,SPDX
2022-12-24,Observers,0,SPDX
2023-01-23,Maintainers,351,SPDX
2023-01-23,Contributors,357,SPDX
2023-01-23,Users,278,SPDX
2023-01-23,Observers,0,SPDX
2023-02-22,Maintainers,382,SPDX
2023-02-22,Contributors,374,SPDX
2023-02-22,Users,250,SPDX
2023-02-22,Observers,0,SPDX
2023-03-24,Maintainers,343,SPDX
2023-03-24,Contributors,338,SPDX
2023-03-24,Users,240,SPDX
2023-03-24,Observers,0,SPDX
2023-04-23,Maintainers,329,SPDX
2023-04-23,Contributors,330,SPDX
2023-04-23,Users,222,SPDX
2023-04-23,Observers,0,SPDX
2023-05-23,Maintainers,378,SPDX
2023-05-23,Contributors,371,SPDX
2023-05-23,Users,245,SPDX
2023-05-23,Observers,0,SPDX
2023-06-22,Maintainers,345,SPDX
2023-06-22,Contributors,324,SPDX
2023-06-22,Users,235,SPDX
2023-06-22,Observers,0,SPDX
2023-07-22,Maintainers,358,SPDX
2023-07-22,Contributors,341,SPDX
2023-07-22,Users,251,SPDX
2023-07-22,Observers,0,SPDX
2023-08-21,Maintainers,366,SPDX
2023-08-21,Contributors,333,SPDX
2023-08-21,Users,241,SPDX
2023-08-21,Observers,0,SPDX
2023-09-20,Maintainers,327,SPDX
2023-09-20,Contributors,187,SPDX
2023-09-20,Users,95,SPDX
2023-09-20,Observers,0,SPDX